numID,test_loss,test_mard,kempt,kabs,f,Gb,SG,Vg,p2,SI,Ipb,alpha,kd,beta,Vi,ka2,ke,bolusD,r2
1,3.8037853,2.018482,0.2608231393117458,0.006363318,0.9,105.13372736638783,0.034140655072405934,1.45,0.006945774,0.00053345,1.055803556740284,7,0.014049440836906431,16.917617440223694,0.126,0.007859965,0.127,4.751912876963615,0.8124
