numID,test_loss,test_mard,kempt,kabs,f,Gb,SG,Vg,p2,SI,Ipb,alpha,kd,beta,Vi,ka2,ke,bolusD,r2
1,4.3306413,2.5626361,0.17462798595428466,0.00900642,<_io.TextIOWrapper name='results/har/ltc_32.csv' mode='a' encoding='UTF-8'>,89.40074461,0.031232513,1.45,0.012139405310153962,0.000766292,1.0429702401161194,7,0.028113351494073867,17.17728004,0.126,0.014128732,0.127,5.533138886094093,0.8124
2,7.4750905,4.751303,0.21704962268471717,0.009004219,<_io.TextIOWrapper name='results/har/ltc_32.csv' mode='a' encoding='UTF-8'>,89.36968969166278,0.031237725929531737,1.45,0.009666472,0.000695324,0.8814200460910797,7,0.029309712678194044,15.290537774562836,0.126,0.013457840144634248,0.127,4.3413446843624115,0.8124
3,3.5040324,1.9444138,0.14068746864795684,0.009099003,<_io.TextIOWrapper name='results/har/ltc_32.csv' mode='a' encoding='UTF-8'>,103.71272294461727,0.027171957,1.45,0.011249727129936219,0.00070909,0.9259712398052216,7,0.025285308,16.18065096437931,0.126,0.014420864,0.127,5.557731464505196,0.8124
,,,,,,,,,,,,,,,,,,,
5,6.4587235,3.6449177,0.16720545530319214,0.009003261,<_io.TextIOWrapper name='results/har/ltc_32.csv' mode='a' encoding='UTF-8'>,89.37538445413112,0.031236263,1.45,0.010570690155029297,0.000600197,0.82546705,7,0.024700174808502198,14.84845831990242,0.126,0.01621245,0.127,5.645289384,0.8124
6,4.4335036,2.777752,0.1350472766160965,0.009001266,<_io.TextIOWrapper name='results/har/ltc_32.csv' mode='a' encoding='UTF-8'>,89.36420439988375,0.031239522217947527,1.45,0.013486290693283082,0.000778612,1.1061248779296875,7,0.024896767,13.99854227900505,0.126,0.015851725,0.127,5.098484978079796,0.8124
7,5.023427,2.7529976,0.22420665303245185,0.011441891670227052,<_io.TextIOWrapper name='results/har/ltc_32.csv' mode='a' encoding='UTF-8'>,90.7862157,0.031042458512820306,1.45,0.010097856402397156,0.000865992,1.1232672929763794,7,0.031279539495706554,15.939578041434288,0.126,0.016587912,0.127,4.9362315237522125,0.8124
8,5.15616,3.1304414,0.22440197157673536,0.009462931,<_io.TextIOWrapper name='results/har/ltc_32.csv' mode='a' encoding='UTF-8'>,90.48124767959118,0.030844085616990924,1.45,0.009096691,0.000881807,0.9941816031932831,7,0.032278268,16.71080432832241,0.126,0.017268383409827948,0.127,4.413161128759384,0.8124
9,3.7941997,2.0713513,0.2232578710466623,0.009265269,<_io.TextIOWrapper name='results/har/ltc_32.csv' mode='a' encoding='UTF-8'>,92.49377460569143,0.030236451,1.45,0.009499804,0.000879529,1.0797505527734756,7,0.031762016,15.706554874777794,0.126,0.017231323,0.127,5.507243797183037,0.8124
10,3.2875564,2.0153346,0.19990311473608016,0.009306365,<_io.TextIOWrapper name='results/har/ltc_32.csv' mode='a' encoding='UTF-8'>,99.10624591559171,0.029934535268694162,1.45,0.009285866,0.000844093,1.0972312092781067,7,0.03070564,14.127805083990097,0.126,0.016877895213663577,0.127,5.137237086892128,0.8124
4,12.726167,8.632293,0.2174878929555416,0.009003352761268617,<_io.TextIOWrapper name='results/har/ltc_32.csv' mode='a' encoding='UTF-8'>,89.38244965195655,0.03122735741781071,1.45,0.014777965441346168,0.000891449677513848,0.8694486320018768,7,0.032466448839055376,15.13810247182846,0.126,0.01748292622133158,0.127,4.597000777721405,0.8124
1,2.9446638,1.7139368,0.212318267673254,0.009213782787322999,<_io.TextIOWrapper name='results/har/ltc_32.csv' mode='a' encoding='UTF-8'>,103.96238005310296,0.026173822581768036,1.45,0.011129546999931336,0.0006814457838905268,1.062972530722618,7,0.026977454602718352,14.623818844556808,0.126,0.013400866627693176,0.127,4.9575164914131165,0.8124
1,3.1631947,1.8434873,0.21119837272167208,0.007281238389015197,<_io.TextIOWrapper name='results/har/ltc_32.csv' mode='a' encoding='UTF-8'>,98.05033683407306,0.031388631612062456,1.45,0.012124271142482757,0.0006743030647984867,1.1004920721054077,7,0.027849385851621625,16.68441854417324,0.126,0.016249559205770495,0.127,5.579026699066162,0.8124
1,14.067754,6.6206155,0.26026624952908606,0.017115657848864794,<_io.TextIOWrapper name='results/har/ltc_32.csv' mode='a' encoding='UTF-8'>,71.70802082902192,0.035133747840300204,1.45,0.01738560225069523,0.0003932536163412291,0.8933131515979766,7,0.014314660203456876,12.055643409490585,0.126,0.007708834981918335,0.127,4.956095725297928,0.8124
1,11.1978,14.979074,0.0990904859304428,0.006603689861297607,<_io.TextIOWrapper name='results/har/ltc_32.csv' mode='a' encoding='UTF-8'>,128.3094611149728,0.025781784802675248,1.45,0.012182151174545288,0.0009382922278755696,1.1061091274023056,7,0.025913447475433348,17.218943908810616,0.126,0.014608462816476821,0.127,5.656566143035889,0.8124
1,10.461224,6.171789,0.004321982894092798,0.0024779278993606567,<_io.TextIOWrapper name='results/har/ltc_32.csv' mode='a' encoding='UTF-8'>,30.969982946991916,0.009868929907679558,1.45,0.006829298543930054,0.0003146161804219772,0.5131368398666382,7,0.007329744672775268,7.424630016088486,0.126,0.005228553414344788,0.127,2.1453981399536133,0.8124
1,16.733582,10.466773,0.15459792762994765,0.006233094781637192,<_io.TextIOWrapper name='results/har/ltc_32.csv' mode='a' encoding='UTF-8'>,144.95459570512176,0.10136925429105759,1.45,0.04480450987815857,0.0010724227839502794,2.8572365641593933,7,0.029322979450225828,35.138437896966934,0.126,0.02062020868062973,0.127,10.728712379932404,0.8124
1,3.8037853,2.018482,0.3285719561576843,0.0030885833501815797,<_io.TextIOWrapper name='results/har/ltc_32.csv' mode='a' encoding='UTF-8'>,95.36940598011016,0.009543741494417191,1.45,0.03763930892944336,0.00046739146729995464,1.7786941528320312,7,0.06222034645080566,29.16506588459015,0.126,0.022951818704605102,0.127,8.199672102928162,0.8124
1,0,0,nan,nan,<_io.TextIOWrapper name='results/har/ltc_32.csv' mode='a' encoding='UTF-8'>,nan,nan,1.45,nan,nan,nan,7,nan,nan,0.126,nan,0.127,nan,0.8124
1,0,0,nan,nan,<_io.TextIOWrapper name='results/har/ltc_32.csv' mode='a' encoding='UTF-8'>,nan,nan,1.45,nan,nan,nan,7,nan,nan,0.126,nan,0.127,nan,0.8124
1,0,0,nan,nan,<_io.TextIOWrapper name='results/har/ltc_32.csv' mode='a' encoding='UTF-8'>,nan,nan,1.45,nan,nan,nan,7,nan,nan,0.126,nan,0.127,nan,0.8124
1,0,0,nan,nan,<_io.TextIOWrapper name='results/har/ltc_32.csv' mode='a' encoding='UTF-8'>,nan,nan,1.45,nan,nan,nan,7,nan,nan,0.126,nan,0.127,nan,0.8124
1,0,0,nan,nan,<_io.TextIOWrapper name='results/har/ltc_32.csv' mode='a' encoding='UTF-8'>,nan,nan,1.45,nan,nan,nan,7,nan,nan,0.126,nan,0.127,nan,0.8124
1,0,0,nan,nan,<_io.TextIOWrapper name='results/har/ltc_32.csv' mode='a' encoding='UTF-8'>,nan,nan,1.45,nan,nan,nan,7,nan,nan,0.126,nan,0.127,nan,0.8124
1,0,0,nan,nan,<_io.TextIOWrapper name='results/har/ltc_32.csv' mode='a' encoding='UTF-8'>,nan,nan,1.45,nan,nan,nan,7,nan,nan,0.126,nan,0.127,nan,0.8124
1,0,0,nan,nan,<_io.TextIOWrapper name='results/har/ltc_32.csv' mode='a' encoding='UTF-8'>,nan,nan,1.45,nan,nan,nan,7,nan,nan,0.126,nan,0.127,nan,0.8124
1,0,0,nan,nan,<_io.TextIOWrapper name='results/har/ltc_32.csv' mode='a' encoding='UTF-8'>,nan,nan,1.45,nan,nan,nan,7,nan,nan,0.126,nan,0.127,nan,0.8124
1,0,0,nan,nan,<_io.TextIOWrapper name='results/har/ltc_32.csv' mode='a' encoding='UTF-8'>,nan,nan,1.45,nan,nan,nan,7,nan,nan,0.126,nan,0.127,nan,0.8124
1,19.865328,13.219958,0.179228079020977,0.009442252006530762,<_io.TextIOWrapper name='results/har/ltc_32.csv' mode='a' encoding='UTF-8'>,176.68320402009488,0.03424881592392922,1.45,0.014212503790855409,0.0008930126181065009,0.9047623056173324,7,0.024788449739217757,1.0561308965086937,0.126,0.014158178507685661,0.127,0.5899392187595367,0.8124
1,23.936975,13.459523,0.3406304597854614,0.02433256530761719,<_io.TextIOWrapper name='results/har/ltc_32.csv' mode='a' encoding='UTF-8'>,231.88662350535392,0.04878669083118439,1.45,0.02353971576690674,0.0013239862388577954,2.0836453437805176,7,0.04838100838661193,26.57790184020996,0.126,0.02632376003265381,0.127,10.317935943603516,0.8124
1,0,0,nan,nan,<_io.TextIOWrapper name='results/har/ltc_32.csv' mode='a' encoding='UTF-8'>,nan,nan,1.45,nan,nan,nan,7,nan,nan,0.126,nan,0.127,nan,0.8124
1,0,0,nan,nan,<_io.TextIOWrapper name='results/har/ltc_32.csv' mode='a' encoding='UTF-8'>,nan,nan,1.45,nan,nan,nan,7,nan,nan,0.126,nan,0.127,nan,0.8124
1,0,0,nan,nan,<_io.TextIOWrapper name='results/har/ltc_32.csv' mode='a' encoding='UTF-8'>,nan,nan,1.45,nan,nan,nan,7,nan,nan,0.126,nan,0.127,nan,0.8124
1,0,0,nan,nan,<_io.TextIOWrapper name='results/har/ltc_32.csv' mode='a' encoding='UTF-8'>,nan,nan,1.45,nan,nan,nan,7,nan,nan,0.126,nan,0.127,nan,0.8124
1,19.8601,13.211998,0.1866759265065193,0.012658085525035858,<_io.TextIOWrapper name='results/har/ltc_32.csv' mode='a' encoding='UTF-8'>,172.80256335953158,0.021022772043943407,1.45,0.009787812852859496,0.0005945705766307896,1.0836773201823235,7,0.025370004260540008,15.930234342813492,0.126,0.013894522535800934,0.127,4.839259147644043,0.8124
1,19.864708,13.231479,0.1790824806690216,0.011758135163784027,<_io.TextIOWrapper name='results/har/ltc_32.csv' mode='a' encoding='UTF-8'>,175.20656540534435,0.03623388092732057,1.45,0.013252212756872177,0.0007658882949989417,0.8962163418531418,7,0.02160170170068741,16.828293420374393,0.126,0.014669176718592643,0.127,4.99396213889122,0.8124
